kit_id,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,leiden_cluster,lca_class,franchise_rollup,gateA_group
d2-poison-nova-necro,0.280164599872846,-0.1277256293678254,-0.3120456860103097,-0.32151539097586457,0.3315359003598005,0.2613453293899293,0.04127198624530234,0.38451306974547067,-0.2689812503325258,-0.06300070122356934,-0.34002973002264747,-0.15912450736870776,-0.1080925165609344,-0.26822815934233496,67,1,Diablo,
d2-rabies-wolf,-0.0702585494858016,0.3941294915549738,-0.3951289960117595,0.04855861611347553,0.10192437547904427,0.14052223640873726,-0.14605181889827543,0.17311588852940177,-0.4716169204580927,-0.33427362372917563,0.22356590237694698,-0.37710353074970016,0.16917524808330078,-0.35145977055577526,11,2,Diablo,
d2-singer,0.31830394124607536,-0.30623907546655543,-0.03682238717734675,0.1625271726789854,0.05409948844964006,-0.141900146865938,0.07601332210735978,0.2945100390715528,0.4630738235817852,0.10133204002893323,-0.050687459048451206,-0.2580972890514747,0.008151903487396816,-0.37027589983624754,2,1,Diablo,
d2-smiter,-0.22366187852942043,0.023358880994327574,-0.162849115721197,0.5811183610744654,0.3216020124197611,0.5685140530740667,0.40632072908978145,-0.09263490793015132,0.40862502952096985,-0.32758059189902494,0.0700006447322265,-0.2098371624137317,0.31060544643357824,-0.45412665208080294,69,2,Diablo,
d2-summon-druid,-0.216535869741248,-0.1913614708815485,-0.23263230149585634,-0.36091169841007814,0.1811954678732809,0.40578787905151686,-0.19749096113822528,-0.5030603829448496,0.08172487690861702,0.29263893871712854,0.23350889149306314,0.2923459928808121,0.0804603146429952,0.20255843353782135,70,2,Diablo,
d2-summonmancer,-0.7763722859437366,0.051388651191234834,0.38621942060332715,0.07180883592751565,-0.22894020807095758,0.6431396788149265,-0.4778004868082721,-0.2562241194753193,0.1411006904142812,0.14454593518028688,0.04573847282502448,-0.19865198915984086,-0.10517731248472882,-0.29320557818465737,64,2,Diablo,
d2-throw-barb,0.18156705404512183,0.43466330570424117,-0.3410403001818614,0.014053700759587753,0.12275236240895486,0.018925025457184323,-0.08969405883083251,-0.42044839595070055,0.32952716759732575,0.07031009462877456,-0.03960231724881174,0.009202063571701936,-0.15702510200372075,0.6328235992017254,13,0,Diablo,
d2-trapsin,-0.866396852423929,-0.033298576696311546,0.044913436383328474,-0.3889528573822553,-0.4777971059100837,0.094838914646169,-0.18857063595372658,-0.4351372970684437,0.0036031731699692005,-0.14856205840112993,-0.10618298716510521,-0.21687072304454982,-0.23746179113491908,-0.5191876538096813,64,2,Diablo,
d2-wind-druid,0.3757725736121784,0.6847480858787236,-0.4402933383245507,-0.3290166613813888,-0.3281684068844212,-0.0057348397357347754,0.13808993939550926,0.4490364823557747,-0.34568733233767746,-0.1231719321053439,-0.3764192010907445,0.20785734672823028,0.06762443553420573,-0.5129125686320941,49,0,Diablo,
d2-wl-abyss,-0.29527666170203254,0.3962032382520112,-0.3403853985956249,0.02082592859222696,0.06441772600832474,0.24085597126775765,-0.022578293193339993,0.4413147633009767,-0.39654004605989834,0.15879210785843823,-0.2979744471813631,0.20663700562989035,0.34985106925010767,0.24235210050283978,8,2,Diablo,
